"HOME","HPTS","H2PM","H2PA","H3PM","H3PA","HFTM","HFTA","HORB","HDRB","HAST","HSTL","HTOV","HBLK","HPF","AWAY","APTS","A2PM","A2PA","A3PM","A3PA","AFTM","AFTA","AORB","ADRB","AAST","ASTL","ATOV","ABLK","APF","WIN"
"MIL",98.08333,62.52777,30.36111,17.75,6.833333,16.86111,21.52777,11.16666,31.52777,24.16666,9.222222,16.47222,5.222222,21.30555,"GSW",106.6216,60.48648,30.05405,26.54054,10.13513,16.10810,20.89189,10.67567,34.37837,25.29729,9.135135,14.62162,6.351351,20.62162,0
"POR",103.25,58.44444,28.25,27.66666,10.16666,16.25,20.44444,11.38888,36.02777,22.77777,6.861111,13.36111,4.861111,17.38888,"DEN",98.45945,62.56756,29.78378,24.62162,7.648648,15.94594,22.27027,11.67567,32.00000,21.51351,8.108108,13.62162,4.810810,22.72972,1
"UTA",95.94594,58.56756,28.83783,22.02702,7.189189,16.70270,23.35135,12.67567,31.89189,18.45945,7.513513,13.08108,6.270270,19.78378,"OKC",99.97297,63.16216,30.02702,22.43243,7.351351,17.86486,24.18918,11.97297,34.45945,19.94594,6.675675,14.08108,5.324324,22.10810,0
"BOS",101.2162,63.97297,30.70270,24.45945,8.243243,15.08108,19.94594,11.24324,33.27027,24.72972,7.378378,12.64864,3.837837,21.48648,"LAC",106.8648,57.51351,30.02702,26.86486,9.918918,17.05405,23.91891,9.864864,31.67567,23.05405,7.864864,11.37837,4.081081,21.97297,0
"BKN",97.47058,62.79411,30.38235,20.64705,6.647058,16.76470,22.79411,10.23529,32.67647,20.79411,7.058823,13.67647,3.558823,19.61764,"LAL",98.0,67.64864,30.13513,18.86486,6.972972,16.81081,21.86486,12.02702,31.35135,20.13513,7.729729,12.89189,4.270270,20.40540,0
"CLE",103.2222,55.44444,28.25,25.47222,9.694444,17.63888,23.30555,11.0,32.61111,23.88888,7.0,13.5,4.388888,17.33333,"PHI",87.97297,56.08108,24.35135,25.48648,8.108108,14.94594,23.32432,11.81081,30.72972,18.24324,9.729729,17.64864,5.594594,21.02702,1
"IND",97.72972,62.51351,29.86486,20.51351,7.243243,16.27027,21.97297,10.48648,34.43243,21.32432,5.972972,12.89189,5.027027,19.75675,"DAL",101.8108,60.51351,29.40540,26.35135,9.297297,15.10810,20.10810,10.64864,31.72972,22.43243,7.945945,12.05405,4.270270,20.0,0
"MIA",97.27777,55.83333,28.27777,20.13888,7.194444,19.13888,25.33333,8.777777,30.25,19.36111,8.388888,14.0,4.027777,20.5,"DET",96.16216,62.35135,28.72972,24.37837,7.945945,14.86486,21.08108,13.51351,32.72972,20.05405,7.837837,13.40540,4.837837,19.27027,1
"NOP",101.7631,64.23684,31.73684,18.99999,7.157894,16.81578,22.31578,12.02631,32.44736,23.18421,6.973684,12.92105,7.631578,18.07894,"MIN",98.27027,68.08108,31.40540,15.05405,5.135135,20.05405,25.89189,11.67567,29.29729,21.75675,8.054054,15.18918,3.810810,19.48648,1
"PHX",103.1025,59.56410,30.05128,25.35897,8.897435,16.30769,21.56410,10.79487,32.58974,20.0,8.512820,15.10256,4.743589,21.33333,"OKC",100.2105,63.07894,30.02631,22.52631,7.421052,17.89473,24.23684,11.94736,34.52631,19.84210,6.736842,14.10526,5.289473,22.05263,1
"SAS",106.9459,59.89189,31.18918,23.40540,9.189189,16.99999,22.51351,9.702702,34.37837,25.91891,8.324324,13.67567,5.675675,18.13513,"MEM",97.42105,65.94736,32.23684,15.44736,5.184210,17.39473,22.92105,9.815789,31.07894,22.31578,9.236842,13.34210,3.815789,19.44736,1
"WAS",102.1052,66.23684,32.63157,16.94736,6.473684,17.42105,22.92105,10.52631,35.0,24.78947,8.421052,14.76315,5.210526,21.21052,"HOU",104.4166,51.16666,26.19444,32.75,11.30555,18.11111,24.83333,11.91666,31.44444,22.16666,8.750000,16.33333,4.472222,23.16666,0
"ATL",102.8648,54.18918,27.89189,26.37837,10.16216,16.59459,21.16216,8.810810,32.10810,26.75675,8.945945,13.59459,4.324324,17.02702,"MIL",97.26315,64.23684,30.89473,18.81578,6.526315,15.89473,21.15789,10.10526,31.36842,22.47368,9.605263,15.42105,4.631578,23.0,1
"CHA",95.62162,66.10810,29.97297,19.29729,6.027027,17.59459,23.91891,10.05405,34.54054,21.29729,5.297297,10.59459,6.621621,18.75675,"BOS",100.5405,62.91891,30.78378,24.54054,7.783783,15.62162,21.02702,11.18918,32.35135,23.78378,8.540540,13.97297,3.459459,20.97297,0
"MEM",99.72972,68.54054,32.75675,15.08108,5.378378,18.08108,22.81081,10.81081,33.16216,21.10810,8.0,12.56756,4.783783,18.75675,"SAC",100.4444,63.25,29.77777,16.58333,5.75,23.63888,30.22222,11.08333,33.16666,19.66666,6.611111,15.77777,4.083333,20.75,0
"MIN",97.16216,69.48648,31.70270,14.56756,4.783783,19.40540,25.08108,12.13513,29.62162,21.62162,8.324324,13.56756,4.0,18.67567,"UTA",93.64864,56.56756,27.16216,20.86486,7.405405,17.10810,23.40540,11.27027,31.62162,21.18918,7.540540,15.05405,5.783783,18.56756,1
"PHI",95.18421,56.60526,26.21052,26.31578,8.631578,16.86842,24.23684,11.63157,32.10526,22.92105,9.815789,16.55263,6.394736,21.92105,"LAL",98.39473,67.47368,30.13157,18.92105,7.052631,16.97368,22.07894,12.02631,31.39473,20.31578,7.710526,13.0,4.421052,20.55263,0
"POR",103.4054,58.45945,28.35135,27.64864,10.21621,16.05405,20.16216,11.32432,36.08108,22.86486,6.837837,13.37837,4.864864,17.18918,"PHX",103.9722,62.16666,30.83333,25.38888,8.527777,16.72222,21.69444,11.36111,32.27777,20.66666,8.805555,14.30555,4.694444,21.77777,0
"TOR",102.6410,56.48717,28.28205,24.87179,9.025641,19.0,24.12820,10.25641,31.94871,21.66666,7.230769,12.89743,4.410256,19.92307,"HOU",104.1891,51.32432,26.21621,32.59459,11.21621,18.10810,25.0,11.91891,31.37837,22.13513,8.702702,16.24324,4.432432,23.13513,0
"BKN",97.85714,62.77142,30.4,20.57142,6.714285,16.91428,22.94285,10.11428,32.74285,20.91428,7.0,13.48571,3.542857,19.71428,"IND",96.37837,61.62162,28.48648,21.75675,7.405405,17.18918,21.91891,9.972972,34.0,21.45945,6.243243,13.75675,4.054054,22.56756,1
"DET",100.7837,60.05405,28.29729,25.78378,9.000000,17.18918,24.29729,12.45945,31.51351,22.78378,7.459459,11.67567,4.432432,18.56756,"ATL",101.7368,56.47368,27.78947,25.57894,9.789473,16.78947,21.68421,8.578947,31.5,24.42105,8.894736,13.55263,4.973684,18.42105,0
"LAC",106.2368,55.81578,28.81578,26.55263,10.05263,18.44736,26.07894,9.210526,34.23684,26.21052,7.657894,12.42105,5.842105,20.78947,"GSW",106.7105,60.57894,30.05263,26.39473,10.07894,16.36842,21.23684,10.65789,34.34210,25.36842,9.052631,14.47368,6.210526,20.60526,0
"MIA",96.83783,56.05405,28.24324,19.99999,7.135135,18.94594,24.97297,8.810810,30.05405,19.13513,8.405405,14.10810,4.027027,20.51351,"SAS",98.21621,62.02702,29.75675,21.78378,7.324324,16.72972,20.89189,9.945945,33.13513,22.56756,7.648648,13.21621,5.216216,20.16216,0
"BOS",101.1842,63.84210,30.76315,24.52631,8.184210,15.10526,19.89473,11.13157,33.42105,24.84210,7.421052,12.57894,3.789473,21.52631,"IND",96.13157,61.73684,28.47368,21.57894,7.368421,17.07894,21.94736,9.921052,33.92105,21.34210,6.210526,13.71052,4.026315,22.5,1
"CHA",95.78947,66.15789,29.94736,19.36842,6.105263,17.57894,23.92105,10.13157,34.73684,21.28947,5.421052,10.55263,6.631578,18.71052,"DET",95.68421,62.44736,28.65789,24.31578,7.868421,14.76315,21.0,13.52631,32.84210,20.15789,7.789473,13.36842,4.815789,19.28947,1
"HOU",102.7631,50.07894,24.73684,33.73684,11.84210,17.76315,24.76315,11.78947,32.07894,22.42105,10.31578,15.94736,5.263157,21.18421,"SAC",100.7297,63.75675,30.08108,16.51351,5.783783,23.21621,29.83783,11.32432,33.27027,19.94594,6.675675,15.91891,4.216216,20.78378,1
"LAL",99.30555,66.69444,31.94444,18.58333,5.805555,18.00000,24.91666,11.25,33.33333,21.61111,6.805555,12.19444,4.694444,21.97222,"NOP",97.22222,62.66666,30.02777,19.41666,6.972222,16.25,21.27777,10.97222,31.66666,21.11111,6.472222,12.72222,4.666666,19.27777,1
"MIL",98.0,62.67567,30.32432,17.83783,6.864864,16.75675,21.43243,11.40540,31.43243,23.91891,9.270270,16.51351,5.216216,21.48648,"CHI",99.67567,58.97297,28.08108,22.02702,7.864864,19.91891,25.54054,10.35135,34.64864,20.56756,6.162162,13.83783,4.945945,18.62162,0
"MIN",97.21052,69.31578,31.81578,14.55263,4.789473,19.21052,24.92105,12.0,29.5,21.60526,8.289473,13.55263,4.026315,18.55263,"TOR",105.9444,60.52777,30.05555,25.02777,8.583333,20.08333,25.47222,11.27777,29.27777,19.97222,7.888888,11.30555,4.305555,22.02777,0
"NYK",91.40540,62.37837,28.81081,20.83783,6.756756,13.51351,17.59459,10.91891,29.56756,19.94594,7.621621,13.51351,3.891891,21.05405,"BKN",97.58974,62.61538,31.0,19.48717,6.435897,16.28205,21.43589,10.0,31.66666,20.66666,6.974358,13.58974,4.871794,19.46153,0
"OKC",107.1621,64.45945,32.02702,22.54054,7.837837,19.59459,24.56756,13.29729,35.32432,21.59459,7.756756,14.43243,6.081081,22.37837,"DAL",102.6842,60.92105,30.0,26.05263,9.157894,15.21052,20.21052,10.47368,31.68421,22.76315,7.947368,11.89473,4.184210,20.07894,1
"ORL",97.28947,63.76315,31.21052,19.28947,6.710526,14.73684,20.02631,10.26315,32.13157,21.31578,7.657894,14.47368,3.736842,21.05263,"SAS",98.34210,61.89473,29.55263,21.97368,7.473684,16.81578,20.94736,9.973684,33.26315,22.5,7.657894,13.13157,5.157894,19.86842,0
"POR",103.8947,58.60526,28.44736,27.57894,10.28947,16.13157,20.28947,11.36842,35.92105,22.92105,6.763157,13.23684,4.815789,17.23684,"LAC",107.3684,57.52631,30.05263,26.89473,10.05263,17.10526,23.92105,9.789473,31.71052,23.23684,7.815789,11.23684,4.052631,21.94736,0
"UTA",96.0,58.44736,28.81578,22.05263,7.236842,16.65789,23.36842,12.65789,32.02631,18.60526,7.447368,13.10526,6.315789,19.68421,"DEN",98.07894,62.55263,29.68421,24.84210,7.631578,15.81578,21.99999,11.65789,31.89473,21.28947,8.078947,13.42105,4.815789,22.71052,0
"WAS",102.2051,66.17948,32.82051,16.82051,6.410256,17.33333,22.89743,10.48717,35.07692,25.0,8.384615,14.79487,5.179487,21.17948,"PHI",88.10526,56.10526,24.39473,25.71052,8.157894,14.84210,23.15789,11.78947,30.52631,18.23684,9.736842,17.47368,5.526315,21.0,1
"CLE",103.5135,55.16216,28.16216,25.72972,9.837837,17.67567,23.35135,10.97297,32.62162,23.86486,7.135135,13.51351,4.459459,17.43243,"MIA",92.15789,56.57894,27.81578,20.65789,6.736842,16.31578,22.34210,9.078947,29.57894,20.86842,7.815789,13.89473,4.657894,19.39473,1
"DAL",106.2894,58.78947,30.92105,25.34210,8.894736,17.76315,23.63157,10.34210,31.42105,22.18421,8.526315,13.0,4.815789,19.99999,"HOU",104.2894,51.18421,26.13157,32.55263,11.21052,18.39473,25.39473,12.05263,31.55263,22.18421,8.710526,16.28947,4.368421,23.15789,1
"GSW",112.8648,59.05405,31.51351,27.54054,11.32432,15.86486,20.51351,9.945945,34.35135,29.48648,9.729729,13.83783,5.918918,18.81081,"PHX",104.0270,62.40540,31.0,25.21621,8.432432,16.72972,21.81081,11.29729,32.43243,20.78378,8.729729,14.21621,4.648648,21.62162,1
"BOS",101.1794,63.84615,30.76923,24.51282,8.179487,15.10256,19.79487,11.07692,33.38461,24.69230,7.410256,12.66666,3.743589,21.48717,"MIL",97.58974,64.15384,31.02564,18.94871,6.589743,15.76923,21.07692,10.07692,31.48717,22.69230,9.615384,15.48717,4.666666,22.92307,1
"BKN",98.30555,63.02777,30.69444,20.44444,6.666666,16.91666,22.94444,10.30555,32.49999,20.91666,7.083333,13.33333,3.472222,19.66666,"TOR",106.0270,60.40540,30.16216,25.05405,8.567567,20.0,25.40540,11.32432,29.21621,20.08108,7.810810,11.37837,4.216216,22.0,0
"CHI",101.8717,62.69230,29.64102,21.89743,7.615384,19.74358,24.97435,13.10256,33.17948,22.82051,6.000000,12.51282,6.743589,18.12820,"DET",95.33333,62.25641,28.58974,24.17948,7.820512,14.69230,20.84615,13.46153,32.79487,20.0,7.820512,13.48717,5.0,19.30769,1
"IND",97.60526,62.63157,29.81578,20.39473,7.263157,16.18421,21.86842,10.60526,34.57894,21.28947,6.157894,13.07894,5.0,19.76315,"CHA",94.08108,65.97297,29.91891,18.02702,5.756756,16.97297,22.24324,9.864864,34.08108,19.72972,6.594594,11.83783,4.540540,18.02702,1
"LAL",98.70270,66.72972,31.78378,18.45945,5.783783,17.78378,24.70270,11.10810,33.43243,21.37837,6.729729,12.16216,4.729729,21.64864,"POR",101.9459,58.18918,28.75675,27.18918,9.702702,15.32432,19.08108,10.02702,34.54054,21.0,6.135135,13.37837,4.432432,19.08108,0
"MEM",99.73684,68.28947,32.78947,15.23684,5.342105,18.13157,22.94736,10.73684,33.26315,20.97368,7.973684,12.57894,4.842105,18.84210,"OKC",100.0,63.28205,30.07692,22.38461,7.333333,17.84615,24.28205,11.92307,34.56410,19.79487,6.743589,14.05128,5.230769,22.07692,0
"MIN",96.87179,68.89743,31.71794,14.46153,4.692307,19.35897,25.10256,11.76923,29.43589,21.43589,8.282051,13.71794,4.076923,18.51282,"ORL",94.44736,62.97368,30.42105,19.42105,6.763157,13.31578,18.36842,9.5,31.31578,20.26315,8.0,14.31578,3.763157,21.07894,1
"SAC",101.1315,65.60526,31.94736,16.02631,5.263157,21.44736,27.97368,10.89473,33.44736,20.15789,6.447368,15.57894,3.710526,21.02631,"NOP",97.32432,62.54054,29.75675,19.67567,7.162162,16.32432,21.45945,11.10810,31.72972,21.08108,6.405405,12.70270,4.675675,19.29729,1
"SAS",107.3684,59.65789,31.23684,23.68421,9.315789,16.94736,22.36842,9.815789,34.28947,26.10526,8.394736,13.78947,5.736842,18.05263,"DEN",97.94871,62.74358,29.79487,24.64102,7.589743,15.58974,21.71794,11.64102,31.66666,21.17948,8.076923,13.53846,4.769230,22.58974,1
"WAS",102.175,66.45000,32.9,16.8,6.425,17.1,22.62499,10.525,35.10000,25.175,8.374999,14.7,5.249999,21.075,"NYK",92.12820,62.74358,27.94871,18.87179,6.897435,15.53846,20.15384,10.30769,29.74358,22.43589,6.564102,13.43589,5.153846,22.17948,1
"ATL",103.6052,54.05263,28.0,26.55263,10.34210,16.57894,21.10526,8.763157,31.97368,27.10526,9.105263,13.55263,4.315789,17.0,"BKN",97.625,62.475,30.95,19.57499,6.525,16.15,21.32499,10.05,31.55,20.7,6.975,13.775,4.799999,19.34999,1
"CHA",95.69230,66.33333,30.05128,19.20512,5.974358,17.66666,23.89743,10.20512,34.64102,21.07692,5.410256,10.56410,6.589743,18.74358,"PHI",88.17948,55.94871,24.20512,25.71794,8.230769,15.07692,23.41025,11.76923,30.48717,18.10256,9.589743,17.41025,5.743589,21.07692,1
"DAL",106.3846,58.92307,30.92307,25.10256,8.743589,18.30769,24.41025,10.33333,31.48717,21.97435,8.461538,13.07692,4.743589,20.07692,"GSW",107.1282,60.53846,30.02564,26.64102,10.17948,16.53846,21.51282,10.82051,34.43589,25.43589,9.128205,14.46153,6.153846,21.02564,0
"DEN",102.2894,61.84210,29.13157,24.23684,8.131578,19.63157,26.5,12.52631,33.0,21.81578,7.289473,13.97368,4.447368,22.94736,"LAC",107.3589,57.20512,29.82051,27.07692,10.12820,17.33333,24.38461,9.871794,31.76923,23.25641,7.846153,11.25641,4.128205,22.07692,0
"DET",100.7368,59.71052,28.18421,25.78947,9.078947,17.13157,24.26315,12.34210,31.34210,22.71052,7.421052,11.78947,4.394736,18.63157,"MIA",92.30769,56.58974,27.92307,20.64102,6.692307,16.38461,22.43589,9.128205,29.48717,20.82051,7.769230,13.89743,4.717948,19.41025,1
"MEM",99.30769,68.23076,32.79487,15.23076,5.230769,18.02564,22.82051,10.69230,33.23076,21.02564,7.820512,12.64102,4.794871,18.74358,"WAS",94.13513,65.08108,31.51351,16.54054,5.486486,14.64864,20.21621,10.16216,32.62162,22.54054,6.351351,13.97297,3.864864,20.75675,1
"MIL",97.78947,62.94736,30.42105,17.78947,6.815789,16.5,21.21052,11.47368,31.42105,23.97368,9.236842,16.42105,5.236842,21.42105,"ORL",94.51282,63.02564,30.46153,19.46153,6.794871,13.20512,18.23076,9.564102,31.35897,20.33333,7.974358,14.25641,3.923076,20.87179,1
"PHX",102.7,59.45,29.925,25.075,8.8,16.44999,21.75000,10.675,32.425,19.8,8.575,15.1,4.800000,21.325,"UTA",93.42105,56.47368,27.02631,20.86842,7.394736,17.18421,23.42105,11.31578,31.68421,21.07894,7.605263,15.13157,5.684210,18.68421,1
"POR",103.7692,58.84615,28.48717,27.28205,10.17948,16.25641,20.35897,11.53846,35.84615,22.76923,6.692307,13.15384,4.769230,17.02564,"NOP",97.13157,62.71052,29.81578,19.57894,7.157894,16.02631,21.15789,11.05263,31.57894,21.0,6.447368,12.60526,4.684210,19.26315,1
"TOR",102.975,56.575,28.425,24.82500,8.949999,19.275,24.475,10.22500,32.075,21.5,7.225,12.975,4.400000,19.975,"BOS",100.9736,63.13157,31.0,24.57894,7.789473,15.60526,21.05263,11.21052,32.34210,23.84210,8.578947,14.0,3.473684,21.15789,1
"CLE",103.3947,54.92105,27.92105,26.02631,10.0,17.55263,23.31578,10.94736,32.55263,23.86842,7.184210,13.42105,4.447368,17.42105,"CHI",99.52631,58.71052,27.94736,22.15789,7.947368,19.78947,25.42105,10.31578,34.68421,20.76315,6.184210,13.89473,4.868421,18.71052,1
"IND",97.97435,62.43589,29.64102,20.64102,7.435897,16.38461,22.23076,10.84615,34.58974,21.33333,6.153846,13.02564,5.051282,19.82051,"MIA",92.225,56.725,28.1,20.625,6.575,16.3,22.34999,9.075,29.5,20.67500,7.75,13.9,4.775,19.55000,1
"LAL",98.15789,66.50000,31.52631,18.42105,5.815789,17.65789,24.63157,11.18421,33.26315,21.26315,6.631578,12.28947,4.684210,21.55263,"LAC",107.325,56.975,29.7,27.075,10.25,17.175,24.225,9.8,31.8,23.35,7.9,11.22500,4.050000,22.025,0
"NYK",91.65789,62.28947,28.94736,20.63157,6.657894,13.78947,17.89473,11.02631,29.68421,20.05263,7.578947,13.63157,4.157894,20.97368,"PHI",88.25,56.225,24.3,25.875,8.274999,14.825,23.025,11.95000,30.15,18.2,9.55,17.225,5.725,21.125,1
"OKC",107.2894,64.39473,31.86842,22.73684,8.0,19.55263,24.60526,13.39473,35.28947,21.57894,7.657894,14.52631,5.973684,22.63157,"HOU",104.5641,51.23076,26.23076,32.43589,11.12820,18.71794,26.02564,12.05128,31.51282,22.07692,8.846153,16.12820,4.358974,23.20512,1
"SAC",100.9743,65.56410,31.97435,16.0,5.256410,21.25641,27.87179,10.89743,33.41025,20.15384,6.615384,15.69230,3.692307,20.99999,"UTA",93.61538,56.64102,27.15384,20.94871,7.410256,17.07692,23.28205,11.38461,31.71794,21.0,7.692307,15.20512,5.692307,18.82051,1
"SAS",107.3589,59.71794,31.38461,23.61538,9.256410,16.82051,22.17948,9.717948,34.46153,26.12820,8.384615,13.74358,5.692307,17.92307,"GSW",106.75,60.6,30.025,26.675,10.15,16.25000,21.225,10.79999,34.3,25.42499,8.999999,14.35,6.05,20.825,1
"BKN",98.51351,63.40540,30.81081,20.27027,6.648648,16.94594,22.94594,10.35135,32.54054,21.02702,7.054054,13.13513,3.513513,19.43243,"POR",101.7894,58.26315,28.73684,27.15789,9.736842,15.10526,18.81578,10.05263,34.65789,20.89473,6.078947,13.34210,4.394736,19.13157,0
"ATL",103.4102,54.15384,28.23076,26.51282,10.17948,16.41025,20.92307,8.743589,32.33333,26.94871,9.102564,13.58974,4.307692,17.0,"PHX",103.1052,62.42105,30.76315,25.07894,8.315789,16.63157,21.71052,11.23684,32.31578,20.65789,8.631578,14.23684,4.684210,21.28947,1
"LAC",106.2051,55.84615,28.89743,26.48717,9.974358,18.48717,26.17948,9.128205,34.38461,26.17948,7.615384,12.30769,5.846153,20.82051,"LAL",98.43589,67.25641,30.02564,19.07692,7.102564,17.07692,22.20512,11.92307,31.48717,20.41025,7.564102,12.94871,4.333333,20.66666,1
"MIA",97.05263,56.31578,28.47368,19.86842,7.026315,19.02631,25.05263,8.789473,30.15789,19.15789,8.289473,14.02631,4.078947,20.42105,"CHA",94.23684,66.15789,30.02631,18.02631,5.736842,16.97368,22.21052,10.0,33.97368,19.52631,6.631578,11.76315,4.552631,18.23684,1
"NOP",101.7948,64.23076,31.61538,18.99999,7.205128,16.94871,22.51282,11.92307,32.56410,23.23076,7.0,12.89743,7.641025,17.94871,"GSW",106.5853,60.90243,30.09756,26.56097,10.12195,16.02439,20.95121,10.80487,34.41463,25.41463,8.926829,14.26829,6.195121,20.82926,0
"OKC",106.7948,64.41025,31.79487,22.64102,7.923076,19.43589,24.69230,13.33333,35.10256,21.38461,7.794871,14.53846,5.897435,22.41025,"SAS",98.71794,61.97435,29.74358,22.02564,7.538461,16.61538,20.74358,10.02564,33.28205,22.61538,7.641025,13.17948,5.205128,19.87179,1
"SAC",101.35,65.325,32.0,16.2,5.35,21.3,28.025,10.95,33.47500,20.27500,6.575,15.65,3.775,20.9,"MIN",98.60526,68.23684,31.60526,15.15789,5.157894,19.92105,25.76315,11.60526,29.23684,21.94736,8.0,15.05263,3.815789,19.60526,1
"BKN",98.84210,63.34210,30.89473,20.42105,6.657894,17.07894,23.0,10.44736,32.55263,21.18421,7.052631,13.10526,3.526315,19.44736,"ATL",102.0512,56.51282,27.89743,25.64102,9.820512,16.79487,21.76923,8.615384,31.46153,24.69230,8.948717,13.48717,4.948717,18.41025,0
"CHA",95.15,66.15,29.75,19.275,6.075,17.425,23.575,10.175,34.42500,20.925,5.375,10.49999,6.55,18.64999,"TOR",105.6578,60.13157,29.92105,25.10526,8.657894,19.84210,25.23684,11.26315,29.44736,20.07894,7.736842,11.31578,4.342105,21.92105,0
"DAL",106.4,59.35,31.175,24.92500,8.625000,18.175,24.19999,10.45,31.5,21.87500,8.324999,12.95,4.7,19.99999,"PHX",103.1282,62.28205,30.79487,25.07692,8.307692,16.61538,21.64102,11.15384,32.23076,20.69230,8.564102,14.17948,4.692307,21.38461,1
"DEN",102.7179,61.74358,29.17948,24.38461,8.256410,19.58974,26.43589,12.48717,33.02564,21.92307,7.282051,13.84615,4.487179,22.92307,"LAL",98.5,67.05000,30.05,18.99999,7.05,17.25000,22.525,11.85,31.45,20.27500,7.55,12.975,4.275,20.65,1
"DET",100.7948,59.87179,28.43589,25.58974,9.025641,16.84615,23.89743,12.30769,31.30769,22.87179,7.410256,11.97435,4.410256,18.79487,"BOS",101.2820,62.84615,30.92307,24.66666,7.794871,16.05128,21.38461,11.17948,32.20512,23.74358,8.666666,13.92307,3.435897,21.0,0
"MEM",99.57500,68.30000,32.90000,15.275,5.3,17.875,22.6,10.775,33.35000,21.175,7.8,12.52500,4.750000,18.675,"NOP",96.53846,62.61538,29.61538,19.61538,7.128205,15.92307,21.07692,11.07692,31.46153,20.79487,6.487179,12.58974,4.641025,19.15384,1
"MIL",97.82051,63.02564,30.56410,17.79487,6.794871,16.30769,21.0,11.35897,31.25641,24.12820,9.333333,16.30769,5.179487,21.43589,"CLE",103.45,54.625,27.45,28.65,10.025,18.475,24.375,11.20000,31.175,20.12499,7.825,13.45,3.825,19.325,0
"NYK",91.51282,62.41025,28.76923,20.53846,6.666666,13.97435,18.10256,10.97435,29.56410,19.87179,7.589743,13.56410,4.102564,21.07692,"IND",96.28205,61.56410,28.61538,21.58974,7.282051,17.20512,22.07692,9.948717,34.15384,21.38461,6.230769,13.79487,4.025641,22.53846,0
"ORL",97.48717,63.64102,31.17948,19.38461,6.743589,14.89743,20.12820,10.33333,32.10256,21.30769,7.666666,14.48717,3.717948,21.0,"CHI",99.61538,58.56410,27.79487,22.25641,8.051282,19.87179,25.56410,10.35897,34.53846,20.87179,6.256410,13.92307,4.846153,18.64102,0
"PHI",95.05128,56.74358,26.10256,26.33333,8.641025,16.92307,24.30769,11.76923,31.76923,22.76923,9.846153,16.33333,6.256410,21.92307,"WAS",94.78947,64.86842,31.71052,16.5,5.552631,14.71052,20.28947,10.05263,32.78947,22.86842,6.289473,13.97368,3.973684,20.76315,1
"POR",104.075,58.675,28.525,27.425,10.225,16.35,20.42500,11.55,35.975,22.82499,6.725,13.2,4.7,17.17500,"MIN",98.41025,68.38461,31.53846,15.05128,5.102564,20.02564,25.84615,11.56410,29.12820,21.79487,8.102564,14.94871,3.769230,19.53846,1
"SAS",107.425,60.075,31.625,23.55,9.200000,16.575,21.85,9.8,34.45,26.0,8.45,13.625,5.725,17.79999,"HOU",104.4,51.425,26.3,32.25,11.1,18.5,25.775,11.95,31.5,22.15000,8.8,16.05000,4.325000,22.92500,1
